Year,Make,Model,Trim,Base Curb Weight (lbs)
2014,Audi,Q5,quattro4-Door3.0LTDIPrestige,4475
2014,Audi,Q5,quattro4-Door3.0LTDIPremiumPlus,4475
2014,Audi,Q5,quattro4-Door2.0TPrestigeHybrid,4431
2014,Audi,Q5,quattro4-Door2.0TPremiumPlus,4079
2013,Audi,Q5,quattro4-Door2.0TPremium,4079
2013,Audi,Q5,quattro4-Door3.0TPrestige,4354
2013,Audi,Q5,quattro4-Door3.0TPremiumPlus,4354
2013,Audi,Q5,quattro4-Door2.0TPrestigeHybrid,4431
2013,Audi,Q5,quattro4-Door2.0TPremiumPlus,4079
2012,Audi,Q5,quattro4-Door2.0TPremium,4090
2012,Audi,Q5,quattro4-Door3.2LPrestige,4299
2012,Audi,Q5,quattro4-Door3.2LPremiumPlus,4299
2012,Audi,Q5,quattro4-Door2.0TPremiumPlus,4090
2011,Audi,Q5,quattro4-Door2.0TPremium,4090
2011,Audi,Q5,quattro4-Door3.2LPrestige,4299
2011,Audi,Q5,quattro4-Door3.2LPremiumPlus,4299
2011,Audi,Q5,quattro4-Door2.0TPremiumPlus,4090
2010,Audi,Q5,quattro4-DoorPremium,4244
2010,Audi,Q5,quattro4-DoorPrestige,4244
2010,Audi,Q5,quattro4-DoorPremiumPlus,4244
2009,Audi,Q5,quattro4-Door3.2LPremium,4178
2009,Audi,Q5,quattro4-Door3.2LPrestige,4178
2009,Audi,Q5,quattro4-Door3.2LPremiumPlus,4178
2018,Audi,S7,4.0TFSIPremiumPlus,4486
2018,Audi,S7,4.0TFSIPrestige,4486
2016,Audi,S7,4-DoorHB,4564
2015,Audi,S7,4-DoorHB,4508
2013,Audi,S7,4-DoorHBPrestige,4508
2019,Audi,S4,Premium3.0TFSIquattro,3858
2019,Audi,S4,Prestige3.0TFSIquattro,3858
2019,Audi,S4,PremiumPlus3.0TFSIquattro,3858
2018,Audi,S4,3.0TFSIPremiumPlusquattroAWD,3858
2018,Audi,S4,3.0TFSIPrestigequattroAWD,3858
2016,Audi,S4,4-DoorSedanManualPremiumPlus,3869
2016,Audi,S4,4-DoorSedanManualPrestige,3869
2015,Audi,S4,4-DoorSedanManualPremiumPlus,3869
2015,Audi,S4,4-DoorSedanManualPrestige,3869
2014,Audi,S4,4-DoorSedanManualPremiumPlus,3858
2014,Audi,S4,4-DoorSedanManualPrestige,3858
2013,Audi,S4,4-DoorSedanManualPremiumPlus,3847
2013,Audi,S4,4-DoorSedanSTronicPrestige,3924
2013,Audi,S4,4-DoorSedanSTronicPremiumPlus,3924
2013,Audi,S4,4-DoorSedanManualPrestige,3847
2012,Audi,S4,4-DoorSedanManualPremiumPlus,3847
2012,Audi,S4,4-DoorSedanSTronicPrestige,3924
2012,Audi,S4,4-DoorSedanSTronicPremiumPlus,3924
2012,Audi,S4,4-DoorSedanManualPrestige,3847
2011,Audi,S4,4-DoorSedanManualPremiumPlus,3847
2011,Audi,S4,4-DoorSedanSTronicPrestige,3924
2011,Audi,S4,4-DoorSedanSTronicPremiumPlus,3924
2011,Audi,S4,4-DoorSedanManualPrestige,3847
2010,Audi,S4,4-DoorSedanManualPremiumPlus,3847
2010,Audi,S4,4-DoorSedanSTronicPrestige,3924
2010,Audi,S4,4-DoorSedanSTronicPremiumPlus,3924
2010,Audi,S4,4-DoorSedanManualPrestige,3847
2002,Audi,S4,5-DoorWagonAvantquattroAWD Manual,3704
2002,Audi,S4,4-DoorSedanquattroAWD Manual,3593
2001,Audi,S4,5-DoorWagonAvantQuattroAWD Manual,3704
2001,Audi,S4,4-DoorSedanQuattroAWD Manual,3593
2000,Audi,S4,4-DoorSedanQuattroAWD 2.7LManual,3593
2019,Audi,Q7,Premium45TFSIquattro,4927
2019,Audi,Q7,Prestige55TFSIquattro,4729
2019,Audi,Q7,PremiumPlus55TFSIquattro,4729
2019,Audi,Q7,Premium55TFSIquattro,4729
2019,Audi,Q7,PremiumPlus45TFSIquattro,4927
2018,Audi,Q7,2.0TFSIPremium,4696
2018,Audi,Q7,3.0TFSIPrestige,4938
2018,Audi,Q7,3.0TFSIPremiumPlus,4938
2018,Audi,Q7,3.0TFSIPremium,4938
2018,Audi,Q7,2.0TFSIPremiumPlus,4696
2015,Audi,Q7,quattro4-Door3.0LTDIPremium,5412
2015,Audi,Q7,quattro4-Door3.0TSlinePrestige,5412
2015,Audi,Q7,quattro4-Door3.0TPremiumPlus,5192
2015,Audi,Q7,quattro4-Door3.0TPremium,5192
2015,Audi,Q7,quattro4-Door3.0LTDIPrestige,5412
2015,Audi,Q7,quattro4-Door3.0LTDIPremiumPlus,5412
2019,Audi,A4,Premium40TFSI,3450
2019,Audi,A4,Prestige45TFSIquattro,3627
2019,Audi,A4,PremiumPlus45TFSIquattro,3627
2019,Audi,A4,Premium45TFSIquattro,3627
2019,Audi,A4,TitaniumPremium40TFSI,3450
2019,Audi,A4,Prestige40TFSI,3450
2019,Audi,A4,PremiumPlus40TFSI,3450
2018,Audi,A4,2.0TFSIPremiumManualquattroAWD,3582
2018,Audi,A4,2.0TFSIultraTechPremiumPlusSTronicFWD,3450
2018,Audi,A4,2.0TFSIultraTechPremiumSTronicFWD,3450
2018,Audi,A4,2.0TFSIultraPrestigeSTronicFWD,3450
2018,Audi,A4,2.0TFSIultraPremiumPlusSTronicFWD,3450
2018,Audi,A4,2.0TFSIultraPremiumSTronicFWD,3450
2018,Audi,A4,2.0TFSITechPremiumPlusSTronicquattroAWD,3626
2018,Audi,A4,2.0TFSITechPremiumSTronicquattroAWD,3626
2018,Audi,A4,2.0TFSIPrestigeSTronicquattroAWD,3626
2018,Audi,A4,2.0TFSIPremiumPlusSTronicquattroAWD,3626
2018,Audi,A4,2.0TFSIPremiumSTronicquattroAWD,3626
2018,Audi,A4,2.0TFSITechPremiumPlusManualquattroAWD,3582
2018,Audi,A4,2.0TFSITechPremiumManualquattroAWD,3582
2018,Audi,A4,2.0TFSIPrestigeManualquattroAWD,3582
2018,Audi,A4,2.0TFSIPremiumPlusManualquattroAWD,3582
2016,Audi,A4,Automaticquattro2.0TPremium,3693
2016,Audi,A4,Manualquattro2.0TPremiumPlus,3649
2016,Audi,A4,Manualquattro2.0TPremium,3649
2016,Audi,A4,CVTFrontTrak2.0TPremiumPlus,3583
2016,Audi,A4,CVTFrontTrak2.0TPremium,3583
2016,Audi,A4,Automaticquattro2.0TPremiumPlus,3693
2015,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3693
2015,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3649
2015,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3649
2015,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3649
2015,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPrestige,3583
2015,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3583
2015,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3583
2015,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3693
2015,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3693
2014,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3693
2014,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3627
2014,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3627
2014,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3627
2014,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPrestige,3516
2014,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3516
2014,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3516
2014,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3693
2014,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3693
2013,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3704
2013,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3616
2013,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3616
2013,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3616
2013,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPrestige,3505
2013,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3505
2013,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3505
2013,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3704
2013,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3704
2012,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremium,3814
2012,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3616
2012,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3616
2012,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3616
2012,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPrestige,3505
2012,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3505
2012,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3505
2012,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3704
2012,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3704
2012,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3704
2012,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPrestige,3814
2012,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremiumPlus,3814
2011,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremium,3814
2011,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3624
2011,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3624
2011,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3624
2011,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3527
2011,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3527
2011,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3715
2011,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3715
2011,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3715
2011,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPrestige,3814
2011,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremiumPlus,3814
2010,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremium,3814
2010,Audi,A4,4-DoorSedanManualquattro2.0TPrestige,3624
2010,Audi,A4,4-DoorSedanManualquattro2.0TPremiumPlus,3624
2010,Audi,A4,4-DoorSedanManualquattro2.0TPremium,3624
2010,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremiumPlus,3527
2010,Audi,A4,4-DoorSedanCVTFrontTrak2.0TPremium,3527
2010,Audi,A4,4-DoorSedanAutomaticquattro2.0TPrestige,3715
2010,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremiumPlus,3715
2010,Audi,A4,4-DoorSedanAutomaticquattro2.0TPremium,3715
2010,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPrestige,3814
2010,Audi,A4,4-DoorAvantWagonAutomaticquattro2.0TPremiumPlus,3814
2009,Audi,A4,4-DoorWagonAutomatic2.0TquattroPrestige,3814
2009,Audi,A4,4-DoorWagonAutomatic2.0TquattroPremPlus,3814
2009,Audi,A4,4-DoorWagonAutomatic2.0TquattroPrem,3814
2009,Audi,A4,4-DoorSedanManual2.0TquattroPrestige,3626
2009,Audi,A4,4-DoorSedanManual2.0TquattroPremPlus,3626
2009,Audi,A4,4-DoorSedanManual2.0TquattroPrem,3626
2009,Audi,A4,4-DoorSedanCVT2.0TFrontTrakPrestige,3527
2009,Audi,A4,4-DoorSedanCVT2.0TFrontTrakPremPlus,3527
2009,Audi,A4,4-DoorSedanCVT2.0TFrontTrakPrem,3527
2009,Audi,A4,4-DoorSedanAutomatic3.2LquattroPrestige,3715
2009,Audi,A4,4-DoorSedanAutomatic3.2LquattroPremPlus,3715
2009,Audi,A4,4-DoorSedanAutomatic2.0TquattroPrestige,3715
2009,Audi,A4,4-DoorSedanAutomatic2.0TquattroPremPlus,3715
2009,Audi,A4,4-DoorSedanAutomatic2.0TquattroPrem,3715
2008,Audi,A4,4-DoorSedanCVTSE2.0TFrontTrak,3428
2008,Audi,A4,4-DoorSedanCVT3.2LFrontTrak,3605
2008,Audi,A4,4-DoorSedanCVT2.0TFrontTrak,3428
2008,Audi,A4,2-DoorCabrioletCVT2.0TFrontTrak,3759
2007,Audi,A4,2007.54-DoorSedanCVT3.2LFrontTrak,3605
2007,Audi,A4,2007.54-DoorSedanCVT2.0TFrontTrak,3428
2007,Audi,A4,20074-DoorSedanCVT3.2LFrontTrak,3605
2007,Audi,A4,20074-DoorSedanCVT2.0TFrontTrak,3428
2007,Audi,A4,20072-DoorCabrioCVT2.0TFrontTrak,3759
2006,Audi,A4,2-DoorCabriolet1.8TCVT,3682
2006,Audi,A4,4-DoorSedan3.2LCVT,3571
2006,Audi,A4,4-DoorSedan2.0TCVT,3450
2005,Audi,A4,20052-DoorCabriolet1.8TCVT,3638
2005,Audi,A4,2005.5Wagon2.0TAvantquattroManual,3605
2005,Audi,A4,2005.54-DoorSedan2.0TquattroManual,3517
2005,Audi,A4,2005.54-DoorSedan2.0TManual,3362
2005,Audi,A4,2005.54-DoorSedan2.0TCVT,3417
2005,Audi,A4,2005WagonSE3.0LAvantquattroManual,3693
2005,Audi,A4,2005Wagon3.0LAvantquattroManual,3693
2005,Audi,A4,2005WagonSE1.8TAvantquattroManual,3516
2005,Audi,A4,2005Wagon1.8TAvantquattroManual,3516
2005,Audi,A4,20054-DoorSedanSE3.0LquattroManual,3583
2005,Audi,A4,20054-DoorSedan3.0LquattroManual,3583
2005,Audi,A4,20054-DoorSedanSE1.8TquattroManual,3406
2005,Audi,A4,20054-DoorSedan1.8TquattroManual,3406
2005,Audi,A4,20054-DoorSedanSE1.8TManual,3252
2005,Audi,A4,20054-DoorSedan1.8TManual,3252
2005,Audi,A4,20054-DoorSedanSE3.0LCVT,3462
2005,Audi,A4,20054-DoorSedan3.0LCVT,3462
2005,Audi,A4,20054-DoorSedanSE1.8TCVT,3362
2005,Audi,A4,20054-DoorSedan1.8TCVT,3362
2005,Audi,A4,20052-DoorCabriolet3.0LCVT,3814
2004,Audi,A4,20042-DoorCabriolet1.8TCVT,3638
2004,Audi,A4,2004.55-DoorWagon3.0LAvantquattroM,3693
2004,Audi,A4,2004.55-DoorWagon1.8TAvantquattroM,3516
2004,Audi,A4,2004.54-DoorSedan3.0LquattroManual,3583
2004,Audi,A4,2004.54-DoorSedan1.8TquattroManual,3406
2004,Audi,A4,2004.54-DoorSedan1.8TManual,3252
2004,Audi,A4,2004.54-DoorSedan3.0LCVT,3462
2004,Audi,A4,2004.54-DoorSedan1.8TCVT,3362
2004,Audi,A4,20045-DoorWagon3.0LAvantquattroM,3693
2004,Audi,A4,20045-DoorWagon1.8TAvantquattroM,3516
2004,Audi,A4,20044-DoorSedan3.0LquattroManual,3583
2004,Audi,A4,20044-DoorSedan1.8TquattroManual,3406
2004,Audi,A4,20044-DoorSedan1.8TManual,3252
2004,Audi,A4,20044-DoorSedan3.0LCVT,3462
2004,Audi,A4,20044-DoorSedan1.8TCVT,3362
2004,Audi,A4,20042-DoorCabriolet3.0LCVT,3814
2003,Audi,A4,2-DoorCabriolet1.8TCVT,3660
2003,Audi,A4,5-DoorWagon3.0LAvantquattroAWD Manual,3693
2003,Audi,A4,5-DoorWagon1.8TAvantquattroAWD Manual,3516
2003,Audi,A4,4-DoorSedan3.0LquattroAWD Manual,3583
2003,Audi,A4,4-DoorSedan1.8TquattroAWD Manual,3406
2003,Audi,A4,4-DoorSedan1.8TManual,3252
2003,Audi,A4,4-DoorSedan3.0LCVT,3462
2003,Audi,A4,4-DoorSedan1.8TCVT,3362
2003,Audi,A4,2-DoorCabriolet3.0LCVT,3814
2002,Audi,A4,4-DoorSedan1.8TCVT,3362
2002,Audi,A4,5-DoorWagon3.0LAvantquattroAWD Manual,3693
2002,Audi,A4,5-DoorWagon1.8TAvantquattroAWD Manual,3516
2002,Audi,A4,4-DoorSedan3.0LquattroAWD Manual,3583
2002,Audi,A4,4-DoorSedan1.8TquattroAWD Manual,3406
2002,Audi,A4,4-DoorSedan1.8TManual,3252
2002,Audi,A4,4-DoorSedan3.0LCVT,3462
2001,Audi,A4,5-DoorWagon2.8LAvantQuattroAWD Manual,3494
2001,Audi,A4,5-DoorWagon1.8TAvantQuattroAWD Manual,3351
2001,Audi,A4,4-DoorSedan2.8LQuattroAWD Manual,3384
2001,Audi,A4,4-DoorSedan1.8TQuattroAWD Manual,3241
2001,Audi,A4,4-DoorSedan1.8TManual,2998
2000,Audi,A4,5-DoorWagon2.8LAvantManualQuattroAWD,3494
2000,Audi,A4,5-DoorWagon1.8TAvantManualQuattroAWD,3351
2000,Audi,A4,4-DoorSedan2.8LManualQuattroAWD,3384
2000,Audi,A4,4-DoorSedan2.8LManual,3164
2000,Audi,A4,4-DoorSedan1.8TManualQuattroAWD,3241
2000,Audi,A4,4-DoorSedan1.8TManual,2998
1999,Audi,A4,5-DoorWagon2.8LAvantManualQuattroAWD,3494
1999,Audi,A4,5-DoorWagon1.8LAvantManualQuattroAWD,3351
1999,Audi,A4,4-DoorSedan2.8LManualQuattroAWD,3384
1999,Audi,A4,4-DoorSedan2.8LManual,3164
1999,Audi,A4,4-DoorSedan1.8LManualQuattroAWD,3241
1999,Audi,A4,4-DoorSedan1.8LManual,2998
1998,Audi,A4,5-DoorWagonAvantManualQuattroAWD,3428
1998,Audi,A4,4-DoorSedan2.8LManualQuattroAWD,3318
1998,Audi,A4,4-DoorSedan2.8LManual,3087
1998,Audi,A4,4-DoorSedan1.8LTManualQuattroAWD,3130
1998,Audi,A4,4-DoorSedan1.8LTManual,2877
1997,Audi,A4,4-DoorSedan2.8LManualQuattroAWD,3
1997,Audi,A4,4-DoorSedan2.8LManual,2
1997,Audi,A4,4-DoorSedan1.8LManualQuattroAWD,3
1997,Audi,A4,4-DoorSedan1.8LManual,2
2018,Audi,S6,4.0TFSIPremiumPlus,4497
2018,Audi,S6,4.0TFSIPrestige,4497
2013,Audi,S6,4-DoorSedanPrestige,4398
2011,Audi,S6,4-DoorSedanPrestige,4486
2010,Audi,S6,4-DoorSedanPrestige,4486
2009,Audi,S6,4-DoorSedanPrestige,4486
2008,Audi,S6,4-DoorSedan,4486
2007,Audi,S6,4-DoorSedan,4486
2019,Audi,A5,Premium45TFSIquattro,3990
2019,Audi,A5,Prestige45TFSIquattro,3990
2019,Audi,A5,PremiumPlus45TFSIquattro,3990
2018,Audi,A5,2.0TFSIPremiumManual,3549
2018,Audi,A5,2.0TFSIPrestigeStronic,3549
2018,Audi,A5,2.0TFSIPremiumPlusStronic,3549
2018,Audi,A5,2.0TFSIPremiumStronic,3549
2018,Audi,A5,2.0TFSIPrestige,3990
2018,Audi,A5,2.0TFSIPremiumPlus,3990
2018,Audi,A5,2.0TFSIPremium,3990
2018,Audi,A5,2.0TFSIPrestigeManual,3549
2018,Audi,A5,2.0TFSIPremiumPlusManual,3549
2016,Audi,A5,2-DoorCabrioletAutomaticPremium,4045
2016,Audi,A5,2-DoorCoupeManualPremiumPlus,3483
2016,Audi,A5,2-DoorCoupeManualPremium,3483
2016,Audi,A5,2-DoorCoupeAutomaticPremiumPlus,3583
2016,Audi,A5,2-DoorCoupeAutomaticPremium,3583
2016,Audi,A5,2-DoorCabrioletAutomaticPremiumPlus,4045
2015,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremium,4045
2015,Audi,A5,2-DoorCoupeManualquattro2.0TPrestige,3583
2015,Audi,A5,2-DoorCoupeManualquattro2.0TPremiumPlus,3583
2015,Audi,A5,2-DoorCoupeManualquattro2.0TPremium,3583
2015,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPrestige,3682
2015,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremiumPlus,3682
2015,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremium,3682
2015,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPrestige,4045
2015,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremiumPlus,4045
2014,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremium,3880
2014,Audi,A5,2-DoorCoupeManualquattro2.0TPrestige,3583
2014,Audi,A5,2-DoorCoupeManualquattro2.0TPremiumPlus,3583
2014,Audi,A5,2-DoorCoupeManualquattro2.0TPremium,3583
2014,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPrestige,3682
2014,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremiumPlus,3682
2014,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremium,3682
2014,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPrestige,4045
2014,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremiumPlus,4045
2014,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremium,4045
2014,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPrestige,3880
2014,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremiumPlus,3880
2013,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremium,3880
2013,Audi,A5,2-DoorCoupeManualquattro2.0TPrestige,3583
2013,Audi,A5,2-DoorCoupeManualquattro2.0TPremiumPlus,3583
2013,Audi,A5,2-DoorCoupeManualquattro2.0TPremium,3583
2013,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPrestige,3682
2013,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremiumPlus,3682
2013,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremium,3682
2013,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPrestige,4034
2013,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremiumPlus,4034
2013,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremium,4034
2013,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPrestige,3880
2013,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremiumPlus,3880
2012,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremium,3880
2012,Audi,A5,2-DoorCoupeManualquattro2.0TPrestige,3583
2012,Audi,A5,2-DoorCoupeManualquattro2.0TPremiumPlus,3583
2012,Audi,A5,2-DoorCoupeManualquattro2.0TPremium,3583
2012,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPrestige,3682
2012,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremiumPlus,3682
2012,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremium,3682
2012,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPrestige,4034
2012,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremiumPlus,4034
2012,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremium,4034
2012,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPrestige,3880
2012,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremiumPlus,3880
2011,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremium,3880
2011,Audi,A5,2-DoorCoupeManualquattro2.0TPrestige,3583
2011,Audi,A5,2-DoorCoupeManualquattro2.0TPremiumPlus,3583
2011,Audi,A5,2-DoorCoupeManualquattro2.0TPremium,3583
2011,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPrestige,3682
2011,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremiumPlus,3682
2011,Audi,A5,2-DoorCoupeAutomaticquattro2.0TPremium,3682
2011,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPrestige,4034
2011,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremiumPlus,4034
2011,Audi,A5,2-DoorCabrioletAutomaticquattro2.0TPremium,4034
2011,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPrestige,3880
2011,Audi,A5,2-DoorCabrioletAutomaticFrontTrak2.0TPremiumPlus,3880
2010,Audi,A5,2-DoorCabrioletAutomaticquattroPremium,4034
2010,Audi,A5,2-DoorCoupeManualquattro2.0LPrestige,3583
2010,Audi,A5,2-DoorCoupeManualquattro2.0LPremiumPlus,3583
2010,Audi,A5,2-DoorCoupeManualquattro2.0LPremium,3583
2010,Audi,A5,2-DoorCoupeAutomaticquattro3.2LPrestige,3770
2010,Audi,A5,2-DoorCoupeAutomaticquattro3.2LPremiumPlus,3770
2010,Audi,A5,2-DoorCoupeAutomaticquattro2.0LPrestige,3682
2010,Audi,A5,2-DoorCoupeAutomaticquattro2.0LPremiumPlus,3682
2010,Audi,A5,2-DoorCoupeAutomaticquattro2.0LPremium,3682
2010,Audi,A5,2-DoorCabrioletCVTFrontTrakPrestige,3880
2010,Audi,A5,2-DoorCabrioletCVTFrontTrakPremiumPlus,3880
2010,Audi,A5,2-DoorCabrioletCVTFrontTrakPremium,3880
2010,Audi,A5,2-DoorCabrioletAutomaticquattroPrestige,4034
2010,Audi,A5,2-DoorCabrioletAutomaticquattroPremiumPlus,4034
2009,Audi,A5,2-DoorCoupeAutomatic,3770
2009,Audi,A5,2-DoorCoupeManual,3682
2008,Audi,A5,2-DoorCoupeAutomatic,3913
2008,Audi,A5,2-DoorCoupeManual,3737
2013,Audi,RS,52-DoorCabriolet,4420
2013,Audi,RS,52-DoorCoupe,4009
2016,Audi,A3,2-DoorCabrioletFWD 1.8TPremium,3396
2016,Audi,A3,4-DoorSedanquattro2.0TPrestige,3362
2016,Audi,A3,4-DoorSedanquattro2.0TPremiumPlus,3362
2016,Audi,A3,4-DoorSedanquattro2.0TPremium,3362
2016,Audi,A3,4-DoorSedanFWD 2.0TDIPrestige,3241
2016,Audi,A3,4-DoorSedanFWD 2.0TDIPremiumPlus,3241
2016,Audi,A3,4-DoorSedanFWD 2.0TDIPremium,3241
2016,Audi,A3,4-DoorSedanFWD 1.8TPrestige,3175
2016,Audi,A3,4-DoorSedanFWD 1.8TPremiumPlus,3175
2016,Audi,A3,4-DoorSedanFWD 1.8TPremium,3175
2016,Audi,A3,2-DoorCabrioletquattro2.0TPrestige,3605
2016,Audi,A3,2-DoorCabrioletquattro2.0TPremPlus,3605
2016,Audi,A3,2-DoorCabrioletquattro2.0TPremium,3605
2016,Audi,A3,2-DoorCabrioletFWD 1.8TPrestige,3396
2016,Audi,A3,2-DoorCabrioletFWD 1.8TPremiumPlus,3396
2015,Audi,A3,2-DoorCabrioletFWD 1.8TPremium,3384
2015,Audi,A3,4-DoorSedanquattro2.0TPrestige,3362
2015,Audi,A3,4-DoorSedanquattro2.0TPremiumPlus,3362
2015,Audi,A3,4-DoorSedanquattro2.0TPremium,3362
2015,Audi,A3,4-DoorSedanFWD 2.0TDIPrestige,3241
2015,Audi,A3,4-DoorSedanFWD 2.0TDIPremiumPlus,3241
2015,Audi,A3,4-DoorSedanFWD 2.0TDIPremium,3241
2015,Audi,A3,4-DoorSedanFWD 1.8TPrestige,3175
2015,Audi,A3,4-DoorSedanFWD 1.8TPremiumPlus,3175
2015,Audi,A3,4-DoorSedanFWD 1.8TPremium,3175
2015,Audi,A3,2-DoorCabrioletquattro2.0TPrestige,3560
2015,Audi,A3,2-DoorCabrioletquattro2.0TPremiumPlus,3560
2015,Audi,A3,2-DoorCabrioletquattro2.0TPremium,3560
2015,Audi,A3,2-DoorCabrioletFWD 1.8TPrestige,3384
2015,Audi,A3,2-DoorCabrioletFWD 1.8TPremiumPlus,3384
2013,Audi,A3,4-DoorHBManualFrontTrak2.0TPremium,3219
2013,Audi,A3,4-DoorHBStronicquattro2.0TPremiumPlus,3461
2013,Audi,A3,4-DoorHBStronicquattro2.0TPremium,3461
2013,Audi,A3,4-DoorHBStronicFrontTrak2.0TPremiumPlus,3296
