Year,Make,Model,Trim,Base Curb Weight (lbs)
2012,Toyota,4Runner,RWD4-DoorV6Limited,4525
2012,Toyota,4Runner,4WD4-DoorV6Trail,4750
2012,Toyota,4Runner,4WD4-DoorV6SR5,4675
2011,Toyota,4Runner,4WD4-DoorV6Limited,4805
2011,Toyota,4Runner,RWD4-DoorV6SR5,4400
2011,Toyota,4Runner,RWD4-DoorV6Limited,4525
2011,Toyota,4Runner,4WD4-DoorV6Trail,4750
2011,Toyota,4Runner,4WD4-DoorV6SR5,4675
2010,Toyota,4Runner,4WD4-DoorV6Limited,4805
2010,Toyota,4Runner,RWD4-DoorV6SR5,4400
2010,Toyota,4Runner,RWD4-DoorV6Limited,4525
2010,Toyota,4Runner,RWD4-DoorL4SR5,4295
2010,Toyota,4Runner,4WD4-DoorV6Trail,4750
2010,Toyota,4Runner,4WD4-DoorV6SR5,4675
2009,Toyota,4Runner,4WD4-DoorV6Limited,4345
2009,Toyota,4Runner,RWD4-DoorV8SR5,4225
2009,Toyota,4Runner,RWD4-DoorV8Sport,4280
2009,Toyota,4Runner,RWD4-DoorV8Limited,4305
2009,Toyota,4Runner,RWD4-DoorV6SR5,4045
2009,Toyota,4Runner,RWD4-DoorV6Sport,4070
2009,Toyota,4Runner,RWD4-DoorV6Limited,4090
2009,Toyota,4Runner,4WD4-DoorV8SR5,4505
2009,Toyota,4Runner,4WD4-DoorV8Sport,4530
2009,Toyota,4Runner,4WD4-DoorV8Limited,4555
2009,Toyota,4Runner,4WD4-DoorV6SR5,4300
2009,Toyota,4Runner,4WD4-DoorV6Sport,4325
2008,Toyota,4Runner,4WD4-DoorV6Limited,4320
2008,Toyota,4Runner,RWD4-DoorV8SR5,4255
2008,Toyota,4Runner,RWD4-DoorV8Sport,4070
2008,Toyota,4Runner,RWD4-DoorV8Limited,4280
2008,Toyota,4Runner,RWD4-DoorV6SR5,4045
2008,Toyota,4Runner,RWD4-DoorV6Sport,4070
2008,Toyota,4Runner,RWD4-DoorV6Limited,4065
2008,Toyota,4Runner,4WD4-DoorV8SR5,4505
2008,Toyota,4Runner,4WD4-DoorV8Sport,4345
2008,Toyota,4Runner,4WD4-DoorV8Limited,4530
2008,Toyota,4Runner,4WD4-DoorV6SR5,4300
2008,Toyota,4Runner,4WD4-DoorV6Sport,4325
2007,Toyota,4Runner,2WD4-DoorV6Limited,4065
2007,Toyota,4Runner,4WD4-DoorV8SR5Sport,4530
2007,Toyota,4Runner,4WD4-DoorV8SR5,4505
2007,Toyota,4Runner,4WD4-DoorV8Limited,4530
2007,Toyota,4Runner,4WD4-DoorV6SR5Sport,4325
2007,Toyota,4Runner,4WD4-DoorV6SR5,4300
2007,Toyota,4Runner,4WD4-DoorV6Limited,4320
2007,Toyota,4Runner,2WD4-DoorV8SR5Sport,4530
2007,Toyota,4Runner,2WD4-DoorV8SR5,4255
2007,Toyota,4Runner,2WD4-DoorV8Limited,4280
2007,Toyota,4Runner,2WD4-DoorV6SR5Sport,4325
2007,Toyota,4Runner,2WD4-DoorV6SR5,4045
2006,Toyota,4Runner,4-DoorLimitedV6Automatic4WD,4320
2006,Toyota,4Runner,4-DoorSR5SportV8Automatic,4280
2006,Toyota,4Runner,4-DoorSR5V8Automatic,4255
2006,Toyota,4Runner,4-DoorLimitedV8Automatic,4280
2006,Toyota,4Runner,4-DoorSR5SportV8Automatic4WD,4530
2006,Toyota,4Runner,4-DoorSR5V8Automatic4WD,4505
2006,Toyota,4Runner,4-DoorLimitedV8Automatic4WD,4530
2006,Toyota,4Runner,4-DoorSR5SportV6Automatic,4070
2006,Toyota,4Runner,4-DoorSR5V6Automatic,4045
2006,Toyota,4Runner,4-DoorLimitedV6Automatic,4065
2006,Toyota,4Runner,4-DoorSR5SportV6Automatic4WD,4325
2006,Toyota,4Runner,4-DoorSR5V6Automatic4WD,4300
2005,Toyota,4Runner,4-DoorLimitedV6Automatic4WD,4345
2005,Toyota,4Runner,4-DoorSR5SportV8Automatic,4280
2005,Toyota,4Runner,4-DoorSR5V8Automatic,4225
2005,Toyota,4Runner,4-DoorLimitedV8Automatic,4305
2005,Toyota,4Runner,4-DoorSR5SportV8Automatic4WD,4530
2005,Toyota,4Runner,4-DoorSR5V8Automatic4WD,4505
2005,Toyota,4Runner,4-DoorLimitedV8Automatic4WD,4555
2005,Toyota,4Runner,4-DoorSR5SportV6Automatic,4070
2005,Toyota,4Runner,4-DoorSR5V6Automatic,4045
2005,Toyota,4Runner,4-DoorLimitedV6Automatic,4090
2005,Toyota,4Runner,4-DoorSR5SportV6Automatic4WD,4325
2005,Toyota,4Runner,4-DoorSR5V6Automatic4WD,4300
2004,Toyota,4Runner,4-DoorLimitedV6Automatic4WD,4310
2004,Toyota,4Runner,4-DoorSR5SportV8Automatic,4260
2004,Toyota,4Runner,4-DoorSR5V8Automatic,4220
2004,Toyota,4Runner,4-DoorLimitedV8Automatic,4245
2004,Toyota,4Runner,4-DoorSR5SportV8Automatic4WD,4515
2004,Toyota,4Runner,4-DoorSR5V8Automatic4WD,4475
2004,Toyota,4Runner,4-DoorLimitedV8Automatic4WD,4495
2004,Toyota,4Runner,4-DoorSR5SportV6Automatic,4065
2004,Toyota,4Runner,4-DoorSR5V6Automatic,4035
2004,Toyota,4Runner,4-DoorLimitedV6Automatic,4055
2004,Toyota,4Runner,4-DoorSR5SportV6Automatic4WD,4330
2004,Toyota,4Runner,4-DoorSR5V6Automatic4WD,4290
2003,Toyota,4Runner,4-DoorLimitedV6Automatic4WD,4290
2003,Toyota,4Runner,4-DoorSR5SportV8Automatic,4195
2003,Toyota,4Runner,4-DoorSR5V8Automatic,4155
2003,Toyota,4Runner,4-DoorLimitedV8Automatic,4165
2003,Toyota,4Runner,4-DoorSR5SportV8Automatic4WD,4450
2003,Toyota,4Runner,4-DoorSR5V8Automatic4WD,4410
2003,Toyota,4Runner,4-DoorLimitedV8Automatic4WD,4420
2003,Toyota,4Runner,4-DoorSR5SportV6Automatic,4065
2003,Toyota,4Runner,4-DoorSR5V6Automatic,4025
2003,Toyota,4Runner,4-DoorLimitedV6Automatic,4035
2003,Toyota,4Runner,4-DoorSR5SportV6Automatic4WD,4320
2003,Toyota,4Runner,4-DoorSR5V6Automatic4WD,4280
2002,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3975
2002,Toyota,4Runner,4-DoorSR53.4LAutomatic,3600
2002,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3710
2002,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3930
2001,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3975
2001,Toyota,4Runner,4-DoorSR53.4LAutomatic,3600
2001,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3710
2001,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3930
2000,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3975
2000,Toyota,4Runner,4-DoorManual4WD,3725
2000,Toyota,4Runner,4-DoorManual,3440
2000,Toyota,4Runner,4-DoorAutomatic,3485
2000,Toyota,4Runner,4-DoorSR53.4LManual4WD,3885
2000,Toyota,4Runner,4-DoorSR53.4LAutomatic,3600
2000,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3710
2000,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3930
1999,Toyota,4Runner,4-DoorAutomatic,3485
1999,Toyota,4Runner,4-DoorSR53.4LManual4WD,3885
1999,Toyota,4Runner,4-DoorSR53.4LAutomatic,3600
1999,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3930
1999,Toyota,4Runner,4-DoorManual4WD,3725
1999,Toyota,4Runner,4-DoorManual,3440
1999,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3710
1999,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3975
1999,Toyota,4Runner,4-DoorAutomatic4WD,3770
1998,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3975
1998,Toyota,4Runner,4-DoorManual4WD,3725
1998,Toyota,4Runner,4-DoorManual,3440
1998,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3710
1998,Toyota,4Runner,4-DoorAutomatic4WD,3770
1998,Toyota,4Runner,4-DoorAutomatic,3485
1998,Toyota,4Runner,4-DoorSR53.4LManual4WD,3885
1998,Toyota,4Runner,4-DoorSR53.4LAutomatic,3600
1998,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3930
1997,Toyota,4Runner,4-DoorLimited3.4LAutomatic4WD,3940
1997,Toyota,4Runner,4-DoorManual4WD,3690
1997,Toyota,4Runner,4-DoorManual,3440
1997,Toyota,4Runner,4-DoorAutomatic4WD,3735
1997,Toyota,4Runner,4-DoorAutomatic,3485
1997,Toyota,4Runner,4-DoorSR53.4LManual4WD,3850
1997,Toyota,4Runner,4-DoorSR53.4LAutomatic,3565
1997,Toyota,4Runner,4-DoorLimited3.4LAutomatic,3610
1997,Toyota,4Runner,4-DoorSR53.4LAutomatic4WD,3895
2019,Toyota,Prius,Advanced,3375
2019,Toyota,Prius,XLEAWD -e,3220
2019,Toyota,Prius,LEAWD -e,3210
2019,Toyota,Prius,XLE,3075
2019,Toyota,Prius,Premium,3375
2019,Toyota,Prius,Plus,3365
2019,Toyota,Prius,Limited,3075
2019,Toyota,Prius,LE,3040
2019,Toyota,Prius,LEco,3010
2018,Toyota,Prius,Advanced,3375
2018,Toyota,Prius,TwoEco,3010
2018,Toyota,Prius,Two,3075
2018,Toyota,Prius,ThreeTouring,3080
2018,Toyota,Prius,Three,3050
2018,Toyota,Prius,Premium,3375
2018,Toyota,Prius,Plus,3365
2018,Toyota,Prius,One,3075
2018,Toyota,Prius,FourTouring,3080
2018,Toyota,Prius,Four,3050
2016,Toyota,Prius,5-DoorHBFour,3050
2016,Toyota,Prius,5-DoorHBTwoEco,3010
2016,Toyota,Prius,5-DoorHBTwo,3075
2016,Toyota,Prius,5-DoorHBThreeTouring,3080
2016,Toyota,Prius,5-DoorHBThree,3050
2016,Toyota,Prius,5-DoorHBFourTouring,3080
2015,Toyota,Prius,5-DoorHB,3194
2015,Toyota,Prius,5-DoorHBTwo,3072
2015,Toyota,Prius,5-DoorHBThree,3072
2015,Toyota,Prius,5-DoorHBPersonaSeriesSpecialEdition,3072
2015,Toyota,Prius,5-DoorHBFour,3072
2015,Toyota,Prius,5-DoorHBFive,3072
2015,Toyota,Prius,5-DoorHBAdvanced,3216
2014,Toyota,Prius,5-DoorHB,3165
2014,Toyota,Prius,5-DoorHBTwo,3042
2014,Toyota,Prius,5-DoorHBThree,3042
2014,Toyota,Prius,5-DoorHBFour,3042
2014,Toyota,Prius,5-DoorHBFive,3042
2014,Toyota,Prius,5-DoorHBAdvanced,3165
2013,Toyota,Prius,5-DoorHB,3165
2013,Toyota,Prius,5-DoorHBTwo,3042
2013,Toyota,Prius,5-DoorHBThree,3042
2013,Toyota,Prius,5-DoorHBPersona,3042
2013,Toyota,Prius,5-DoorHBFour,3042
2013,Toyota,Prius,5-DoorHBFive,3042
2013,Toyota,Prius,5-DoorHBAdvanced,3165
2012,Toyota,Prius,5-DoorHB,3165
2012,Toyota,Prius,5-DoorHBTwo,3042
2012,Toyota,Prius,5-DoorHBThree,3042
2012,Toyota,Prius,5-DoorHBOne,3042
2012,Toyota,Prius,5-DoorHBFour,3042
2012,Toyota,Prius,5-DoorHBFive,3042
2012,Toyota,Prius,5-DoorHBAdvanced,3165
2011,Toyota,Prius,5-DoorHBI,3042
2011,Toyota,Prius,5-DoorHBV,3042
2011,Toyota,Prius,5-DoorHBIV,3042
2011,Toyota,Prius,5-DoorHBIII,3042
2011,Toyota,Prius,5-DoorHBII,3042
2010,Toyota,Prius,5-DoorHBI,3042
2010,Toyota,Prius,5-DoorHBV,3042
2010,Toyota,Prius,5-DoorHBIV,3042
2010,Toyota,Prius,5-DoorHBIII,3042
2010,Toyota,Prius,5-DoorHBII,3042
2009,Toyota,Prius,5-DoorHB,2932
2009,Toyota,Prius,5-DoorHBTouring,2932
2009,Toyota,Prius,5-DoorHBSTD,2932
2008,Toyota,Prius,5-DoorHB,2932
2008,Toyota,Prius,5-DoorHBTouring,2932
2008,Toyota,Prius,5-DoorHBBase,2932
2007,Toyota,Prius,5-DoorHB,2932
2007,Toyota,Prius,5-DoorHBTouring,2932
2006,Toyota,Prius,5-DoorHB,2890
2005,Toyota,Prius,5-DoorHB,2890
2004,Toyota,Prius,5-DoorHB,2890
2003,Toyota,Prius,4-DoorSedan,2765
2002,Toyota,Prius,4-DoorSedan,2765
2001,Toyota,Prius,4-DoorSedan,2765
2019,Toyota,Highlander,LEI4FWD,4134
2019,Toyota,Highlander,HybridXLEV6AWD,4464
2019,Toyota,Highlander,HybridLimitedPlatinumV6AWD,4861
2019,Toyota,Highlander,HybridLimitedV6AWD,4861
2019,Toyota,Highlander,HybridLEV6AWD,4398
2018,Toyota,Highlander,LEI4FWD,4165
2018,Toyota,Highlander,HybridXLEV6AWD,4464
2018,Toyota,Highlander,HybridLimitedPlatinumV6AWD,4861
2018,Toyota,Highlander,HybridLimitedV6AWD,4861
2018,Toyota,Highlander,HybridLEV6AWD,4398
2016,Toyota,Highlander,AWD 4-DoorLimited,4861
2016,Toyota,Highlander,AWD 4-DoorLimitedPlatinum,4861
2015,Toyota,Highlander,AWD 4-DoorLimited,4861
2015,Toyota,Highlander,AWD 4-DoorLimitedPlatinum,4861
2014,Toyota,Highlander,AWD 4-DoorLimited,4861
2014,Toyota,Highlander,AWD 4-DoorLimitedPlatinum,4861
2013,Toyota,Highlander,4WD4-Door,4641
2013,Toyota,Highlander,4WD4-DoorLimited,4762
2012,Toyota,Highlander,4WD4-Door,4641
2012,Toyota,Highlander,4WD4-DoorLimited,4762
2011,Toyota,Highlander,4WD4-Door,4641
2011,Toyota,Highlander,FWD 4-DoorL4SE,3946
2011,Toyota,Highlander,FWD 4-DoorL4Base,3946
2011,Toyota,Highlander,4WD4-DoorLimited,4762
2010,Toyota,Highlander,4WD4-Door,4508
2010,Toyota,Highlander,FWD 4-DoorV6Sport,4045
2010,Toyota,Highlander,FWD 4-DoorV6Limited,4112
2010,Toyota,Highlander,FWD 4-DoorV6Base,3979
2010,Toyota,Highlander,FWD 4-DoorL4Base,3847
2010,Toyota,Highlander,4WD4-DoorV6Sport,4255
2010,Toyota,Highlander,4WD4-DoorV6Limited,4321
2010,Toyota,Highlander,4WD4-DoorV6Base,4178
2010,Toyota,Highlander,4WD4-DoorLimited,4641
2009,Toyota,Highlander,4WD4-Door,4508
2009,Toyota,Highlander,FWD 4-DoorV6Sport,4045
2009,Toyota,Highlander,FWD 4-DoorV6Limited,4112
2009,Toyota,Highlander,FWD 4-DoorV6Base,3979
2009,Toyota,Highlander,4WD4-DoorLimitedw/3rdRow,4641
2009,Toyota,Highlander,4WD4-DoorV6Sport,4255
2009,Toyota,Highlander,4WD4-DoorV6Limited,4321
2009,Toyota,Highlander,4WD4-DoorV6Base,4178
2008,Toyota,Highlander,4WD4-Door,4508
2008,Toyota,Highlander,FWD 4-DoorSport,4045
2008,Toyota,Highlander,FWD 4-DoorLimited,4112
2008,Toyota,Highlander,FWD 4-DoorBase,3979
2008,Toyota,Highlander,4WD4-DoorLimitedw/3rdRow,4641
2008,Toyota,Highlander,4WD4-DoorSport,4255
2008,Toyota,Highlander,4WD4-DoorLimited,4321
2008,Toyota,Highlander,4WD4-DoorBase,4178
2007,Toyota,Highlander,2WD4-Door,4070
2007,Toyota,Highlander,4WD4-Doorw/3rdRow,4245
2007,Toyota,Highlander,4WD4-DoorLimitedw/3rdRow,4245
2007,Toyota,Highlander,4WD4-DoorLimited,4245
2007,Toyota,Highlander,4WD4-Door,4245
2007,Toyota,Highlander,2WD4-Doorw/3rdRow,4070
2007,Toyota,Highlander,2WD4-DoorLimitedw/3rdRow,4070
2007,Toyota,Highlander,2WD4-DoorLimited,4070
2006,Toyota,Highlander,4-Door2WD,4070
2006,Toyota,Highlander,4-Door4WDLTD,4245
2006,Toyota,Highlander,4-Door4WD,4245
2006,Toyota,Highlander,4-Door2WDLTD,4070
2005,Toyota,Highlander,4-Door4-Cyl,3520
2005,Toyota,Highlander,4-DoorV6Limitedw/3rdRow,3705
2005,Toyota,Highlander,4-DoorV6w/3rdRow,3705
2005,Toyota,Highlander,4-DoorV64WDLimitedw/3rdRow,3880
2005,Toyota,Highlander,4-DoorV64WDw/3rdRow,3880
2005,Toyota,Highlander,4-DoorV6,3650
2005,Toyota,Highlander,4-Door4-Cylw/3rdRow,3570
2005,Toyota,Highlander,4-Door4-Cyl4WD,3750
2003,Toyota,Highlander,4-Door4-Cyl,3485
2003,Toyota,Highlander,4-DoorV6Limited,3660
2003,Toyota,Highlander,4-DoorV64WDLimited,3880
2003,Toyota,Highlander,4-DoorV64WD,3880
2003,Toyota,Highlander,4-DoorV6,3660
2003,Toyota,Highlander,4-Door4-Cyl4WD,3715
2002,Toyota,Highlander,4-Door4-Cyl,3485
2002,Toyota,Highlander,4-DoorV6Limited,3660
2002,Toyota,Highlander,4-DoorV64WDLimited,3880
2002,Toyota,Highlander,4-DoorV64WD,3880
2002,Toyota,Highlander,4-DoorV6,3660
2002,Toyota,Highlander,4-Door4-Cyl4WD,3715
2001,Toyota,Highlander,4-Door4-Cyl,3485
2001,Toyota,Highlander,4-DoorV64WD,3880
2001,Toyota,Highlander,4-DoorV6,3660
2001,Toyota,Highlander,4-Door4-Cyl4WD,3715
2018,Toyota,Yaris,3-DoorLAutomatic,2335
2018,Toyota,Yaris,5-DoorSEManual,2315
2018,Toyota,Yaris,5-DoorSEAutomatic,2335
2018,Toyota,Yaris,5-DoorLEAutomatic,2335
2018,Toyota,Yaris,5-DoorLAutomatic,2335
2018,Toyota,Yaris,3-DoorLManual,2315
2018,Toyota,Yaris,3-DoorLEAutomatic,2335
2016,Toyota,Yaris,3-DoorLiftbackAutomaticL,2335
2016,Toyota,Yaris,5-DoorLiftbackManualSE,2315
2016,Toyota,Yaris,5-DoorLiftbackAutomaticSE,2335
2016,Toyota,Yaris,5-DoorLiftbackAutomaticLE,2335
2016,Toyota,Yaris,5-DoorLiftbackAutomaticL,2335
2016,Toyota,Yaris,3-DoorLiftbackManualL,2315
2016,Toyota,Yaris,3-DoorLiftbackAutomaticLE,2335
2015,Toyota,Yaris,3-DoorLiftbackAutomaticL,2335
2015,Toyota,Yaris,5-DoorLiftbackManualSE,2315
2015,Toyota,Yaris,5-DoorLiftbackAutomaticSE,2335
2015,Toyota,Yaris,5-DoorLiftbackAutomaticLE,2335
2015,Toyota,Yaris,5-DoorLiftbackAutomaticL,2335
2015,Toyota,Yaris,3-DoorLiftbackManualL,2315
2015,Toyota,Yaris,3-DoorLiftbackAutomaticLE,2335
2014,Toyota,Yaris,3-DoorLiftbackAutomaticL,2315
2014,Toyota,Yaris,5-DoorLiftbackManualSE,2295
2014,Toyota,Yaris,5-DoorLiftbackAutomaticSE,2315
2014,Toyota,Yaris,5-DoorLiftbackAutomaticLE,2315
2014,Toyota,Yaris,5-DoorLiftbackAutomaticL,2315
2014,Toyota,Yaris,3-DoorLiftbackManualL,2295
2014,Toyota,Yaris,3-DoorLiftbackAutomaticLE,2315
2013,Toyota,Yaris,3-DoorLiftbackAutomaticL,2315
2013,Toyota,Yaris,5-DoorLiftbackManualSE,2295
2013,Toyota,Yaris,5-DoorLiftbackAutomaticSE,2315
2013,Toyota,Yaris,5-DoorLiftbackAutomaticLE,2315
2013,Toyota,Yaris,5-DoorLiftbackAutomaticL,2315
2013,Toyota,Yaris,3-DoorLiftbackManualL,2295
2013,Toyota,Yaris,3-DoorLiftbackAutomaticLE,2315
2012,Toyota,Yaris,3-DoorLiftbackAutomaticL,2315
2012,Toyota,Yaris,5-DoorLiftbackManualSE,2295
2012,Toyota,Yaris,5-DoorLiftbackAutomaticSE,2315
2012,Toyota,Yaris,5-DoorLiftbackAutomaticLE,2315
2012,Toyota,Yaris,5-DoorLiftbackAutomaticL,2315
2012,Toyota,Yaris,3-DoorLiftbackManualL,2295
2012,Toyota,Yaris,3-DoorLiftbackAutomaticLE,2315
2011,Toyota,Yaris,3-DoorLiftbackAutomatic,2355
2011,Toyota,Yaris,5-DoorLiftbackManual,2320
2011,Toyota,Yaris,5-DoorLiftbackAutomatic,2364
2011,Toyota,Yaris,4-DoorSedanManual,2313
2011,Toyota,Yaris,4-DoorSedanAutomatic,2346
2011,Toyota,Yaris,3-DoorLiftbackManual,2311
2010,Toyota,Yaris,3-DoorLBAutomatic,2355
2010,Toyota,Yaris,5-DoorLBManual,2320
2010,Toyota,Yaris,5-DoorLBAutomatic,2364
2010,Toyota,Yaris,4-DoorSedanManual,2313
2010,Toyota,Yaris,4-DoorSedanAutomatic,2346
2010,Toyota,Yaris,3-DoorLBManual,2311
2009,Toyota,Yaris,3-DoorHBAutomatic,2340
2009,Toyota,Yaris,5-DoorHBAutomaticS,2340
2009,Toyota,Yaris,5-DoorHBAutomatic,2340
2009,Toyota,Yaris,4-DoorSedanManualS,2293
2009,Toyota,Yaris,4-DoorSedanManual,2293
2009,Toyota,Yaris,4-DoorSedanAutomaticS,2326
2009,Toyota,Yaris,4-DoorSedanAutomatic,2326
2009,Toyota,Yaris,3-DoorHBManualS,2295
2009,Toyota,Yaris,3-DoorHBManual,2295
2009,Toyota,Yaris,3-DoorHBAutomaticS,2340
2008,Toyota,Yaris,3-DoorHBAutomatic,2340
2008,Toyota,Yaris,4-DoorSedanManualS,2293
2008,Toyota,Yaris,4-DoorSedanManual,2293
2008,Toyota,Yaris,4-DoorSedanAutomaticS,2326
2008,Toyota,Yaris,4-DoorSedanAutomatic,2326
2008,Toyota,Yaris,3-DoorHBManualS,2295
2008,Toyota,Yaris,3-DoorHBManual,2295
2008,Toyota,Yaris,3-DoorHBAutomaticS,2340
2007,Toyota,Yaris,3-DoorHBAutomatic,2335
2007,Toyota,Yaris,4-DoorSedanManualS,2288
2007,Toyota,Yaris,4-DoorSedanManualBase,2288
2007,Toyota,Yaris,4-DoorSedanAutomaticS,2321
2007,Toyota,Yaris,4-DoorSedanAutomaticBase,2321
2007,Toyota,Yaris,3-DoorHBManual,2290
2019,Toyota,Camry,LAutomatic,3241
2019,Toyota,Camry,HybridXLECVT,3572
2019,Toyota,Camry,HybridSECVT,3549
2019,Toyota,Camry,HybridLECVT,3472
2019,Toyota,Camry,XSEV6Automatic,3572
2019,Toyota,Camry,XSEAutomatic,3395
2019,Toyota,Camry,XLEV6Automatic,3549
2019,Toyota,Camry,XLEAutomatic,3351
2019,Toyota,Camry,SEAutomatic,3340
2019,Toyota,Camry,LEAutomatic,3296
2018,Toyota,Camry,LAutomatic,3241
2018,Toyota,Camry,HybridXLECVT,3571
2018,Toyota,Camry,HybridSECVT,3549
2018,Toyota,Camry,HybridLECVT,3472
2018,Toyota,Camry,XSEV6Automatic,3572
2018,Toyota,Camry,XSEAutomatic,3395
2018,Toyota,Camry,XLEV6Automatic,3549
2018,Toyota,Camry,XLEAutomatic,3351
2018,Toyota,Camry,SEAutomatic,3340
2018,Toyota,Camry,LEAutomatic,3296
2016,Toyota,Camry,4-DoorSedanI4AutomaticLE,3240
2016,Toyota,Camry,4-DoorSedanXLE,3565
2016,Toyota,Camry,4-DoorSedanV6AutomaticXSE,3480
2016,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3460
2016,Toyota,Camry,4-DoorSedanSE,3585
2016,Toyota,Camry,4-DoorSedanLE,3485
2016,Toyota,Camry,4-DoorSedanI4AutomaticXSE,3350
2016,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3340
2016,Toyota,Camry,4-DoorSedanI4AutomaticSEw/SpecialEditionPkg,3305
2016,Toyota,Camry,4-DoorSedanI4AutomaticSE,3300
2015,Toyota,Camry,4-DoorSedanI4AutomaticLE,3240
2015,Toyota,Camry,4-DoorSedanXLE,3565
2015,Toyota,Camry,4-DoorSedanV6AutomaticXSE,3480
2015,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3460
2015,Toyota,Camry,4-DoorSedanSE,3585
2015,Toyota,Camry,4-DoorSedanLE,3485
2015,Toyota,Camry,4-DoorSedanI4AutomaticXSE,3350
2015,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3340
2015,Toyota,Camry,4-DoorSedanI4AutomaticSE,3300
2014,Toyota,Camry,2014.54-DoorSedanI4AutomaticL,3190
2014,Toyota,Camry,4-DoorSedanXLE,3515
2014,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3390
2014,Toyota,Camry,4-DoorSedanV6AutomaticSE,3405
2014,Toyota,Camry,4-DoorSedanLE,3420
2014,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3250
2014,Toyota,Camry,4-DoorSedanI4AutomaticSESport,3270
2014,Toyota,Camry,4-DoorSedanI4AutomaticSE,3270
2014,Toyota,Camry,4-DoorSedanI4AutomaticLE,3185
2014,Toyota,Camry,4-DoorSedanI4AutomaticL,3185
2014,Toyota,Camry,2014.54-DoorSedanXLE,3515
2014,Toyota,Camry,2014.54-DoorSedanV6AutomaticXLE,3395
2014,Toyota,Camry,2014.54-DoorSedanV6AutomaticSE,3420
2014,Toyota,Camry,2014.54-DoorSedanSELimitedEdition,3515
2014,Toyota,Camry,2014.54-DoorSedanLE,3420
2014,Toyota,Camry,2014.54-DoorSedanI4AutomaticXLE,3245
2014,Toyota,Camry,2014.54-DoorSedanI4AutomaticSESport,3240
2014,Toyota,Camry,2014.54-DoorSedanI4AutomaticSE,3240
2014,Toyota,Camry,2014.54-DoorSedanI4AutomaticLE,3190
2013,Toyota,Camry,4-DoorSedanI4AutomaticL,3190
2013,Toyota,Camry,4-DoorSedanXLE,3525
2013,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3395
2013,Toyota,Camry,4-DoorSedanV6AutomaticSE,3420
2013,Toyota,Camry,4-DoorSedanLE,3435
2013,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3245
2013,Toyota,Camry,4-DoorSedanI4AutomaticSE,3240
2013,Toyota,Camry,4-DoorSedanI4AutomaticLE,3190
2012,Toyota,Camry,4-DoorSedanI4AutomaticL,3190
2012,Toyota,Camry,4-DoorSedanXLE,3441
2012,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3395
2012,Toyota,Camry,4-DoorSedanV6AutomaticSE,3420
2012,Toyota,Camry,4-DoorSedanLE,3417
2012,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3245
2012,Toyota,Camry,4-DoorSedanI4AutomaticSESportLimitedEdition,3240
2012,Toyota,Camry,4-DoorSedanI4AutomaticSE,3240
2012,Toyota,Camry,4-DoorSedanI4AutomaticLE,3190
2011,Toyota,Camry,4-DoorSedan,3680
2011,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3516
2011,Toyota,Camry,4-DoorSedanV6AutomaticSE,3483
2011,Toyota,Camry,4-DoorSedanV6AutomaticLE,3461
2011,Toyota,Camry,4-DoorSedanI4ManualSE,3285
2011,Toyota,Camry,4-DoorSedanI4ManualLE,3263
2011,Toyota,Camry,4-DoorSedanI4Manual,3263
2011,Toyota,Camry,4-DoorSedanI4AutomaticXLE,3373
2011,Toyota,Camry,4-DoorSedanI4AutomaticSE,3351
2011,Toyota,Camry,4-DoorSedanI4AutomaticLE,3307
2011,Toyota,Camry,4-DoorSedanI4Automatic,3307
2010,Toyota,Camry,4-DoorSedan,3680
2010,Toyota,Camry,4-DoorSedanV6AutomaticXLE,3516
2010,Toyota,Camry,4-DoorSedanV6AutomaticSE,3483
2010,Toyota,Camry,4-DoorSedanV6AutomaticLE,3461
2010,Toyota,Camry,4-DoorSedanI4ManualSE,3285
2010,Toyota,Camry,4-DoorSedanI4ManualLE,3263
2010,Toyota,Camry,4-DoorSedanI4Manual,3263
